asignatura,año,convocatoria,url_examen,ruta_local,url_criterios,estado,sospecha_escaneado,notas
Física,2011,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2011/PAU 2011 Fisica.pdf,fuentes/fisica/2011/extraordinaria/23_fisica_extraordinaria_2011.pdf,,descargado,no,Único PDF disponible para 2011 en el zip (2001_2012/2011/PAU 2011 Fisica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2011,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2011/PAU 2011 Quimica.pdf,fuentes/quimica/2011/ordinaria/24_quimica_ordinaria_2011.pdf,,descargado,no,Único PDF disponible para 2011 en el zip (2001_2012/2011/PAU 2011 Quimica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2011,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2011/PAU 2011 Quimica.pdf,fuentes/quimica/2011/extraordinaria/24_quimica_extraordinaria_2011.pdf,,descargado,no,Único PDF disponible para 2011 en el zip (2001_2012/2011/PAU 2011 Quimica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2012,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2012/PAU_2012_MatematicasII.pdf,fuentes/matematicas_ii/2012/ordinaria/20_matematicas_ii_ordinaria_2012.pdf,,descargado,no,Único PDF disponible para 2012 en el zip (2001_2012/2012/PAU_2012_MatematicasII.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2012,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2012/PAU_2012_MatematicasII.pdf,fuentes/matematicas_ii/2012/extraordinaria/20_matematicas_ii_extraordinaria_2012.pdf,,descargado,no,Único PDF disponible para 2012 en el zip (2001_2012/2012/PAU_2012_MatematicasII.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2012,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2012/PAU_2012_Bioloxia.pdf,fuentes/bioloxia/2012/ordinaria/21_bioloxia_ordinaria_2012.pdf,,descargado,no,Único PDF disponible para 2012 en el zip (2001_2012/2012/PAU_2012_Bioloxia.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2012,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2012/PAU_2012_Bioloxia.pdf,fuentes/bioloxia/2012/extraordinaria/21_bioloxia_extraordinaria_2012.pdf,,descargado,no,Único PDF disponible para 2012 en el zip (2001_2012/2012/PAU_2012_Bioloxia.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2012,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2012/PAU_2012_Fisica.pdf,fuentes/fisica/2012/ordinaria/23_fisica_ordinaria_2012.pdf,,descargado,no,Único PDF disponible para 2012 en el zip (2001_2012/2012/PAU_2012_Fisica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2012,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2012/PAU_2012_Fisica.pdf,fuentes/fisica/2012/extraordinaria/23_fisica_extraordinaria_2012.pdf,,descargado,no,Único PDF disponible para 2012 en el zip (2001_2012/2012/PAU_2012_Fisica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2012,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2012/PAU_2012_Quimica.pdf,fuentes/quimica/2012/ordinaria/24_quimica_ordinaria_2012.pdf,,descargado,no,Único PDF disponible para 2012 en el zip (2001_2012/2012/PAU_2012_Quimica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2012,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2001_2012.zip#2001_2012/2012/PAU_2012_Quimica.pdf,fuentes/quimica/2012/extraordinaria/24_quimica_extraordinaria_2012.pdf,,descargado,no,Único PDF disponible para 2012 en el zip (2001_2012/2012/PAU_2012_Quimica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2013,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2013/PAU_2013_MatematicasII.pdf,fuentes/matematicas_ii/2013/ordinaria/20_matematicas_ii_ordinaria_2013.pdf,,descargado,no,Único PDF disponible para 2013 en el zip (2013_2019/2013/PAU_2013_MatematicasII.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2013,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2013/PAU_2013_MatematicasII.pdf,fuentes/matematicas_ii/2013/extraordinaria/20_matematicas_ii_extraordinaria_2013.pdf,,descargado,no,Único PDF disponible para 2013 en el zip (2013_2019/2013/PAU_2013_MatematicasII.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2013,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2013/PAU_2013_Bioloxia.pdf,fuentes/bioloxia/2013/ordinaria/21_bioloxia_ordinaria_2013.pdf,,descargado,no,Único PDF disponible para 2013 en el zip (2013_2019/2013/PAU_2013_Bioloxia.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2013,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2013/PAU_2013_Bioloxia.pdf,fuentes/bioloxia/2013/extraordinaria/21_bioloxia_extraordinaria_2013.pdf,,descargado,no,Único PDF disponible para 2013 en el zip (2013_2019/2013/PAU_2013_Bioloxia.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2013,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2013/PAU_2013_Fisica.pdf,fuentes/fisica/2013/ordinaria/23_fisica_ordinaria_2013.pdf,,descargado,no,Único PDF disponible para 2013 en el zip (2013_2019/2013/PAU_2013_Fisica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2013,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2013/PAU_2013_Fisica.pdf,fuentes/fisica/2013/extraordinaria/23_fisica_extraordinaria_2013.pdf,,descargado,no,Único PDF disponible para 2013 en el zip (2013_2019/2013/PAU_2013_Fisica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2013,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2013/PAU_2013_Quimica.pdf,fuentes/quimica/2013/ordinaria/24_quimica_ordinaria_2013.pdf,,descargado,no,Único PDF disponible para 2013 en el zip (2013_2019/2013/PAU_2013_Quimica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2013,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2013/PAU_2013_Quimica.pdf,fuentes/quimica/2013/extraordinaria/24_quimica_extraordinaria_2013.pdf,,descargado,no,Único PDF disponible para 2013 en el zip (2013_2019/2013/PAU_2013_Quimica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2014,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2014/PAU_2014_MatematicasII.pdf,fuentes/matematicas_ii/2014/ordinaria/20_matematicas_ii_ordinaria_2014.pdf,,descargado,no,Único PDF disponible para 2014 en el zip (2013_2019/2014/PAU_2014_MatematicasII.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2014,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2014/PAU_2014_MatematicasII.pdf,fuentes/matematicas_ii/2014/extraordinaria/20_matematicas_ii_extraordinaria_2014.pdf,,descargado,no,Único PDF disponible para 2014 en el zip (2013_2019/2014/PAU_2014_MatematicasII.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2014,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2014/PAU_2014_Bioloxia.pdf,fuentes/bioloxia/2014/ordinaria/21_bioloxia_ordinaria_2014.pdf,,descargado,no,Único PDF disponible para 2014 en el zip (2013_2019/2014/PAU_2014_Bioloxia.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2014,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2014/PAU_2014_Bioloxia.pdf,fuentes/bioloxia/2014/extraordinaria/21_bioloxia_extraordinaria_2014.pdf,,descargado,no,Único PDF disponible para 2014 en el zip (2013_2019/2014/PAU_2014_Bioloxia.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2014,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2014/PAU_2014_Fisica.pdf,fuentes/fisica/2014/ordinaria/23_fisica_ordinaria_2014.pdf,,descargado,no,Único PDF disponible para 2014 en el zip (2013_2019/2014/PAU_2014_Fisica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2014,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2014/PAU_2014_Fisica.pdf,fuentes/fisica/2014/extraordinaria/23_fisica_extraordinaria_2014.pdf,,descargado,no,Único PDF disponible para 2014 en el zip (2013_2019/2014/PAU_2014_Fisica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2014,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2014/PAU_2014_Quimica.pdf,fuentes/quimica/2014/ordinaria/24_quimica_ordinaria_2014.pdf,,descargado,no,Único PDF disponible para 2014 en el zip (2013_2019/2014/PAU_2014_Quimica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2014,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2014/PAU_2014_Quimica.pdf,fuentes/quimica/2014/extraordinaria/24_quimica_extraordinaria_2014.pdf,,descargado,no,Único PDF disponible para 2014 en el zip (2013_2019/2014/PAU_2014_Quimica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2015,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip,fuentes/matematicas_ii/2015/ordinaria/20_matematicas_ii_ordinaria_2015.pdf,,descargado,no,"El PDF de 2015 traía 2 archivos: uno combinado (ordinaria+extraordinaria+criterios mezclados, como en 2020-2024) y otro '_xun' que resultó ser, al abrirlo, 100% convocatoria de XUÑO (ordinaria) en gallego y castellano, sin criterios. Se usó este último tal cual por ser la versión más completa y limpia para ordinaria."
Matemáticas II,2015,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip,fuentes/matematicas_ii/2015/extraordinaria/20_matematicas_ii_extraordinaria_2015.pdf,,descargado,no,La extraordinaria de 2015 solo existía dentro del PDF combinado (no había archivo '_xun' equivalente). Se extrajeron sus páginas marcadas 'SETEMBRO 2015' (examen + criterios de esa convocatoria) detectando el texto en cada página; las páginas XUÑO del mismo combinado se descartaron por ser redundantes con el archivo de ordinaria.
Bioloxía,2015,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip,fuentes/bioloxia/2015/ordinaria/21_bioloxia_ordinaria_2015.pdf,,descargado,no,"El PDF de 2015 traía 2 archivos: uno combinado (ordinaria+extraordinaria+criterios mezclados, como en 2020-2024) y otro '_xun' que resultó ser, al abrirlo, 100% convocatoria de XUÑO (ordinaria) en gallego y castellano, sin criterios. Se usó este último tal cual por ser la versión más completa y limpia para ordinaria."
Bioloxía,2015,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip,fuentes/bioloxia/2015/extraordinaria/21_bioloxia_extraordinaria_2015.pdf,,descargado,no,La extraordinaria de 2015 solo existía dentro del PDF combinado (no había archivo '_xun' equivalente). Se extrajeron sus páginas marcadas 'SETEMBRO 2015' (examen + criterios de esa convocatoria) detectando el texto en cada página; las páginas XUÑO del mismo combinado se descartaron por ser redundantes con el archivo de ordinaria.
Física,2015,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip,fuentes/fisica/2015/ordinaria/23_fisica_ordinaria_2015.pdf,,descargado,no,"El PDF de 2015 traía 2 archivos: uno combinado (ordinaria+extraordinaria+criterios mezclados, como en 2020-2024) y otro '_xun' que resultó ser, al abrirlo, 100% convocatoria de XUÑO (ordinaria) en gallego y castellano, sin criterios. Se usó este último tal cual por ser la versión más completa y limpia para ordinaria."
Física,2015,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip,fuentes/fisica/2015/extraordinaria/23_fisica_extraordinaria_2015.pdf,,descargado,no,La extraordinaria de 2015 solo existía dentro del PDF combinado (no había archivo '_xun' equivalente). Se extrajeron sus páginas marcadas 'SETEMBRO 2015' (examen + criterios de esa convocatoria) detectando el texto en cada página; las páginas XUÑO del mismo combinado se descartaron por ser redundantes con el archivo de ordinaria.
Química,2015,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip,fuentes/quimica/2015/ordinaria/24_quimica_ordinaria_2015.pdf,,descargado,no,"El PDF de 2015 traía 2 archivos: uno combinado (ordinaria+extraordinaria+criterios mezclados, como en 2020-2024) y otro '_xun' que resultó ser, al abrirlo, 100% convocatoria de XUÑO (ordinaria) en gallego y castellano, sin criterios. Se usó este último tal cual por ser la versión más completa y limpia para ordinaria."
Química,2015,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip,fuentes/quimica/2015/extraordinaria/24_quimica_extraordinaria_2015.pdf,,descargado,no,La extraordinaria de 2015 solo existía dentro del PDF combinado (no había archivo '_xun' equivalente). Se extrajeron sus páginas marcadas 'SETEMBRO 2015' (examen + criterios de esa convocatoria) detectando el texto en cada página; las páginas XUÑO del mismo combinado se descartaron por ser redundantes con el archivo de ordinaria.
Matemáticas II,2016,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2016/PAU_2016_MatematicasII.pdf,fuentes/matematicas_ii/2016/ordinaria/20_matematicas_ii_ordinaria_2016.pdf,,descargado,no,Único PDF disponible para 2016 en el zip (2013_2019/2016/PAU_2016_MatematicasII.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2016,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2016/PAU_2016_MatematicasII.pdf,fuentes/matematicas_ii/2016/extraordinaria/20_matematicas_ii_extraordinaria_2016.pdf,,descargado,no,Único PDF disponible para 2016 en el zip (2013_2019/2016/PAU_2016_MatematicasII.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2016,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2016/PAU_2016_Bioloxia.pdf,fuentes/bioloxia/2016/ordinaria/21_bioloxia_ordinaria_2016.pdf,,descargado,no,Único PDF disponible para 2016 en el zip (2013_2019/2016/PAU_2016_Bioloxia.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2016,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2016/PAU_2016_Bioloxia.pdf,fuentes/bioloxia/2016/extraordinaria/21_bioloxia_extraordinaria_2016.pdf,,descargado,no,Único PDF disponible para 2016 en el zip (2013_2019/2016/PAU_2016_Bioloxia.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2016,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2016/PAU_2016_Fisica.pdf,fuentes/fisica/2016/ordinaria/23_fisica_ordinaria_2016.pdf,,descargado,no,Único PDF disponible para 2016 en el zip (2013_2019/2016/PAU_2016_Fisica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2016,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2016/PAU_2016_Fisica.pdf,fuentes/fisica/2016/extraordinaria/23_fisica_extraordinaria_2016.pdf,,descargado,no,Único PDF disponible para 2016 en el zip (2013_2019/2016/PAU_2016_Fisica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2016,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2016/PAU_2016_Quimica.pdf,fuentes/quimica/2016/ordinaria/24_quimica_ordinaria_2016.pdf,,descargado,no,Único PDF disponible para 2016 en el zip (2013_2019/2016/PAU_2016_Quimica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2016,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2016/PAU_2016_Quimica.pdf,fuentes/quimica/2016/extraordinaria/24_quimica_extraordinaria_2016.pdf,,descargado,no,Único PDF disponible para 2016 en el zip (2013_2019/2016/PAU_2016_Quimica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2017,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2017/ABAU_2017_MatematicasII.pdf,fuentes/matematicas_ii/2017/ordinaria/20_matematicas_ii_ordinaria_2017.pdf,,descargado,no,Único PDF disponible para 2017 en el zip (2013_2019/2017/ABAU_2017_MatematicasII.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2017,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2017/ABAU_2017_MatematicasII.pdf,fuentes/matematicas_ii/2017/extraordinaria/20_matematicas_ii_extraordinaria_2017.pdf,,descargado,no,Único PDF disponible para 2017 en el zip (2013_2019/2017/ABAU_2017_MatematicasII.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2017,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2017/ABAU_2017_Bioloxia.pdf,fuentes/bioloxia/2017/ordinaria/21_bioloxia_ordinaria_2017.pdf,,descargado,no,Único PDF disponible para 2017 en el zip (2013_2019/2017/ABAU_2017_Bioloxia.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2017,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2017/ABAU_2017_Bioloxia.pdf,fuentes/bioloxia/2017/extraordinaria/21_bioloxia_extraordinaria_2017.pdf,,descargado,no,Único PDF disponible para 2017 en el zip (2013_2019/2017/ABAU_2017_Bioloxia.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2017,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2017/ABAU_2017_Fisica.pdf,fuentes/fisica/2017/ordinaria/23_fisica_ordinaria_2017.pdf,,descargado,no,Único PDF disponible para 2017 en el zip (2013_2019/2017/ABAU_2017_Fisica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2017,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2017/ABAU_2017_Fisica.pdf,fuentes/fisica/2017/extraordinaria/23_fisica_extraordinaria_2017.pdf,,descargado,no,Único PDF disponible para 2017 en el zip (2013_2019/2017/ABAU_2017_Fisica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2017,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2017/ABAU_2017_Quimica.pdf,fuentes/quimica/2017/ordinaria/24_quimica_ordinaria_2017.pdf,,descargado,no,Único PDF disponible para 2017 en el zip (2013_2019/2017/ABAU_2017_Quimica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2017,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2017/ABAU_2017_Quimica.pdf,fuentes/quimica/2017/extraordinaria/24_quimica_extraordinaria_2017.pdf,,descargado,no,Único PDF disponible para 2017 en el zip (2013_2019/2017/ABAU_2017_Quimica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2018,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2018/ABAU_2018_MatematicasII.pdf,fuentes/matematicas_ii/2018/ordinaria/20_matematicas_ii_ordinaria_2018.pdf,,descargado,no,Único PDF disponible para 2018 en el zip (2013_2019/2018/ABAU_2018_MatematicasII.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2018,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2018/ABAU_2018_MatematicasII.pdf,fuentes/matematicas_ii/2018/extraordinaria/20_matematicas_ii_extraordinaria_2018.pdf,,descargado,no,Único PDF disponible para 2018 en el zip (2013_2019/2018/ABAU_2018_MatematicasII.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2018,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2018/ABAU_2018_Bioloxia.pdf,fuentes/bioloxia/2018/ordinaria/21_bioloxia_ordinaria_2018.pdf,,descargado,no,Único PDF disponible para 2018 en el zip (2013_2019/2018/ABAU_2018_Bioloxia.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Bioloxía,2018,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2018/ABAU_2018_Bioloxia.pdf,fuentes/bioloxia/2018/extraordinaria/21_bioloxia_extraordinaria_2018.pdf,,descargado,no,Único PDF disponible para 2018 en el zip (2013_2019/2018/ABAU_2018_Bioloxia.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2018,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2018/ABAU_2018_Fisica.pdf,fuentes/fisica/2018/ordinaria/23_fisica_ordinaria_2018.pdf,,descargado,no,Único PDF disponible para 2018 en el zip (2013_2019/2018/ABAU_2018_Fisica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2018,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2018/ABAU_2018_Fisica.pdf,fuentes/fisica/2018/extraordinaria/23_fisica_extraordinaria_2018.pdf,,descargado,no,Único PDF disponible para 2018 en el zip (2013_2019/2018/ABAU_2018_Fisica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2018,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2018/ABAU_2018_Quimica.pdf,fuentes/quimica/2018/ordinaria/24_quimica_ordinaria_2018.pdf,,descargado,no,Único PDF disponible para 2018 en el zip (2013_2019/2018/ABAU_2018_Quimica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2018,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2018/ABAU_2018_Quimica.pdf,fuentes/quimica/2018/extraordinaria/24_quimica_extraordinaria_2018.pdf,,descargado,no,Único PDF disponible para 2018 en el zip (2013_2019/2018/ABAU_2018_Quimica.pdf); se separó la parte 'extraordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2019,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2019/ABAU_2019_matematicasII.pdf,fuentes/matematicas_ii/2019/ordinaria/20_matematicas_ii_ordinaria_2019.pdf,,descargado,no,Único PDF disponible para 2019 en el zip (2013_2019/2019/ABAU_2019_matematicasII.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Matemáticas II,2019,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2019/ABAU_2019_matematicasII.pdf,,,no_encontrado,n/a,Único PDF disponible (2013_2019/2019/ABAU_2019_matematicasII.pdf) no contiene convocatoria extraordinaria identificable; probablemente solo se conserva la ordinaria para este año.
Bioloxía,2019,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2019/ABAU_2019_bioloxia.pdf,fuentes/bioloxia/2019/ordinaria/21_bioloxia_ordinaria_2019.pdf,,revisar_manual,si,"Único PDF disponible (2013_2019/2019/ABAU_2019_bioloxia.pdf) parece escaneado (sin texto seleccionable); no se pudo separar por convocatoria automáticamente. Se guardó completo sin recortar, pendiente de OCR."
Bioloxía,2019,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2019/ABAU_2019_bioloxia.pdf,,,revisar_manual,si,Mismo PDF escaneado que la fila ordinaria; no se puede saber si incluye la extraordinaria sin OCR.
Física,2019,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2019/ABAU_2019__fisica.pdf,fuentes/fisica/2019/ordinaria/23_fisica_ordinaria_2019.pdf,,descargado,no,Único PDF disponible para 2019 en el zip (2013_2019/2019/ABAU_2019__fisica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Física,2019,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2019/ABAU_2019__fisica.pdf,,,no_encontrado,n/a,Único PDF disponible (2013_2019/2019/ABAU_2019__fisica.pdf) no contiene convocatoria extraordinaria identificable; probablemente solo se conserva la ordinaria para este año.
Química,2019,ordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2019/ABAU_2019_quimica.pdf,fuentes/quimica/2019/ordinaria/24_quimica_ordinaria_2019.pdf,,descargado,no,Único PDF disponible para 2019 en el zip (2013_2019/2019/ABAU_2019_quimica.pdf); se separó la parte 'ordinaria' detectando el marcador de convocatoria dentro del texto.
Química,2019,extraordinaria,https://ciug.gal/uploads/PDF/anos_anteriores/probas/2013_2019.zip#2013_2019/2019/ABAU_2019_quimica.pdf,,,no_encontrado,n/a,Único PDF disponible (2013_2019/2019/ABAU_2019_quimica.pdf) no contiene convocatoria extraordinaria identificable; probablemente solo se conserva la ordinaria para este año.
